teacher_name,teacher_profile_url,publication_title,publication_url
Hassan Alkhayuon,https://research.ucc.ie/en/persons/hassan-alkhayuon/,Singular basins in multiscale systems,https://research.ucc.ie/en/publications/singular-basins-in-multiscale-systems/
Hassan Alkhayuon,https://research.ucc.ie/en/persons/hassan-alkhayuon/,The implications of overshooting 1.5 °C on Earth system tipping elements—a review,https://research.ucc.ie/en/publications/the-implications-of-overshooting-15-c-on-earth-system-tipping-ele/
Hassan Alkhayuon,https://research.ucc.ie/en/persons/hassan-alkhayuon/,Cancer model with moving extinction threshold reproduces real cancer data,https://research.ucc.ie/en/publications/cancer-model-with-moving-extinction-threshold-reproduces-real-can/
Hassan Alkhayuon,https://research.ucc.ie/en/persons/hassan-alkhayuon/,Pace in concert with phase: rate-induced phase-tipping in birhythmic oscillators,https://research.ucc.ie/en/publications/pace-in-concert-with-phase-rate-induced-phase-tipping-in-birhythm/
Hassan Alkhayuon,https://research.ucc.ie/en/persons/hassan-alkhayuon/,Rate-induced biosphere collapse in the Daisyworld model,https://research.ucc.ie/en/publications/rate-induced-biosphere-collapse-in-the-daisyworld-model/
Hassan Alkhayuon,https://research.ucc.ie/en/persons/hassan-alkhayuon/,Rate-induced tipping in natural and human systems,https://research.ucc.ie/en/publications/rate-induced-tipping-in-natural-and-human-systems/
Hassan Alkhayuon,https://research.ucc.ie/en/persons/hassan-alkhayuon/,"Stochastic resonance, climate variability, and phase-tipping: The increasing risk of extinction in cyclic ecosystems",https://research.ucc.ie/en/publications/stochastic-resonance-climate-variability-and-phase-tipping-the-in/
Hassan Alkhayuon,https://research.ucc.ie/en/persons/hassan-alkhayuon/,Stochastic resonance in climate reddening increases the risk of cyclic ecosystem extinction via phase-tipping,https://research.ucc.ie/en/publications/stochastic-resonance-in-climate-reddening-increases-the-risk-of-c/
Hassan Alkhayuon,https://research.ucc.ie/en/persons/hassan-alkhayuon/,When to Expect Rate-Induced Tipping in Natural and Human Systems,https://research.ucc.ie/en/publications/when-to-expect-rate-induced-tipping-in-natural-and-human-systems/
Hassan Alkhayuon,https://research.ucc.ie/en/persons/hassan-alkhayuon/,Phase tipping: How cyclic ecosystems respond to contemporary climate,https://research.ucc.ie/en/publications/phase-tipping-how-cyclic-ecosystems-respond-to-contemporary-clima/
Hassan Alkhayuon,https://research.ucc.ie/en/persons/hassan-alkhayuon/,Weak tracking in nonautonomous chaotic systems,https://research.ucc.ie/en/publications/weak-tracking-in-nonautonomous-chaotic-systems/
Hassan Alkhayuon,https://research.ucc.ie/en/persons/hassan-alkhayuon/,"Basin bifurcations, oscillatory instability and rate-induced thresholds for Atlantic meridional overturning circulation in a global oceanic box model",https://research.ucc.ie/en/publications/basin-bifurcations-oscillatory-instability-and-rate-induced-thres/
Hassan Alkhayuon,https://research.ucc.ie/en/persons/hassan-alkhayuon/,Rate-induced tipping from periodic attractors: Partial tipping and connecting orbits,https://research.ucc.ie/en/publications/rate-induced-tipping-from-periodic-attractors-partial-tipping-and/
Andreas Amann,https://research.ucc.ie/en/persons/andreas-amann/,A new approach to fundamental electricity market modelling: Exploring market dynamics and speculator influence,https://research.ucc.ie/en/publications/a-new-approach-to-fundamental-electricity-market-modelling-explor/
Andreas Amann,https://research.ucc.ie/en/persons/andreas-amann/,Signature of coupling of potentials in non-linear energy harvesters with enhanced figure of merit,https://research.ucc.ie/en/publications/signature-of-coupling-of-potentials-in-non-linear-energy-harveste/
Andreas Amann,https://research.ucc.ie/en/persons/andreas-amann/,Speculators and Price Inertia in a Day-Ahead Electricity Market: An Irish Case Study,https://research.ucc.ie/en/publications/speculators-and-price-inertia-in-a-day-ahead-electricity-market-a/
Andreas Amann,https://research.ucc.ie/en/persons/andreas-amann/,Dynamics of an Electronic Relay Systems with Bandpass Filtered Feedback,https://research.ucc.ie/en/publications/dynamics-ofanelectronic-relay-systems-withbandpass-filtered-feedb/
Andreas Amann,https://research.ucc.ie/en/persons/andreas-amann/,Dynamics of a time-delayed relay system,https://research.ucc.ie/en/publications/dynamics-of-a-time-delayed-relay-system/
Andreas Amann,https://research.ucc.ie/en/persons/andreas-amann/,Exploring the origins of switching dynamics in a multifunctional reservoir computer,https://research.ucc.ie/en/publications/exploring-the-origins-of-switching-dynamics-in-a-multifunctional/
Andreas Amann,https://research.ucc.ie/en/persons/andreas-amann/,Synchronization cluster bursting in adaptive oscillator networks,https://research.ucc.ie/en/publications/synchronization-cluster-bursting-in-adaptive-oscillator-networks/
Andreas Amann,https://research.ucc.ie/en/persons/andreas-amann/,Tuning Non-Linearity in Cascaded Tapered Spring Topologies of Electromagnetic-Vibrational Energy Harvesters with Enhanced Figure of Merit,https://research.ucc.ie/en/publications/tuning-non-linearity-in-cascaded-tapered-spring-topologies-of-ele/
Andreas Amann,https://research.ucc.ie/en/persons/andreas-amann/,"Erratum: Publisher's Note: ""Transitional cluster dynamics in a model for delay-coupled chemical oscillators"" [Chaos 33, 063133 (2023) (Chaos (Woodbury, N.Y.) (2023) 33 6 PII: 089902)",https://research.ucc.ie/en/publications/erratum-publishers-note-transitional-cluster-dynamics-in-a-model/
Andreas Amann,https://research.ucc.ie/en/persons/andreas-amann/,Loxodromes in open multisection lasers,https://research.ucc.ie/en/publications/loxodromes-in-open-multisection-lasers/
Andreas Amann,https://research.ucc.ie/en/persons/andreas-amann/,Multifunctionality in a Connectome-Based Reservoir Computer,https://research.ucc.ie/en/publications/multifunctionality-in-a-connectome-based-reservoir-computer/
Andreas Amann,https://research.ucc.ie/en/persons/andreas-amann/,Power and Phase Profiles in Nano-constriction Based Synchronized Spin Hall Nano-oscillators near Threshold Current,https://research.ucc.ie/en/publications/power-and-phase-profiles-in-nano-constriction-based-synchronized/
Andreas Amann,https://research.ucc.ie/en/persons/andreas-amann/,Seeing double with a multifunctional reservoir computer,https://research.ucc.ie/en/publications/seeing-double-with-a-multifunctional-reservoir-computer/
Andreas Amann,https://research.ucc.ie/en/persons/andreas-amann/,Time-Resolved Eye Diagrams to Exploit Hidden High-Energy Branches in a Nonlinear Wideband Vibration-Energy Harvester,https://research.ucc.ie/en/publications/time-resolved-eye-diagrams-to-exploit-hidden-high-energy-branches/
Andreas Amann,https://research.ucc.ie/en/persons/andreas-amann/,Transitional cluster dynamics in a model for delay-coupled chemical oscillators,https://research.ucc.ie/en/publications/transitional-cluster-dynamics-in-a-model-for-delay-coupled-chemic/
Andreas Amann,https://research.ucc.ie/en/persons/andreas-amann/,A Concertina-Shaped Vibration Energy Harvester-Assisted NFC Sensor With Improved Wireless Communication Range,https://research.ucc.ie/en/publications/a-concertina-shaped-vibration-energy-harvester-assisted-nfc-senso/
Andreas Amann,https://research.ucc.ie/en/persons/andreas-amann/,Dynamics of Targeted Ransomware Negotiation,https://research.ucc.ie/en/publications/dynamics-of-targeted-ransomware-negotiation/
Andreas Amann,https://research.ucc.ie/en/persons/andreas-amann/,Exploring the limits of multifunctionality across different reservoir computers,https://research.ucc.ie/en/publications/exploring-the-limits-of-multifunctionality-across-different-reser/
Andreas Amann,https://research.ucc.ie/en/persons/andreas-amann/,Max-Cut Problem Implementation and Analysis on a Quantum Computer,https://research.ucc.ie/en/publications/max-cut-problem-implementation-and-analysis-on-a-quantum-computer/
Andreas Amann,https://research.ucc.ie/en/persons/andreas-amann/,Multifunctionality in a reservoir computer,https://research.ucc.ie/en/publications/multifunctionality-in-a-reservoir-computer/
Andreas Amann,https://research.ucc.ie/en/persons/andreas-amann/,Symmetry kills the square in a multifunctional reservoir computer,https://research.ucc.ie/en/publications/symmetry-kills-the-square-in-a-multifunctional-reservoir-computer/
Andreas Amann,https://research.ucc.ie/en/persons/andreas-amann/,Tapered nonlinear vibration energy harvester for powering Internet of Things,https://research.ucc.ie/en/publications/tapered-nonlinear-vibration-energy-harvester-for-powering-interne/
Andreas Amann,https://research.ucc.ie/en/persons/andreas-amann/,Border-collision bifurcations in a driven time-delay system,https://research.ucc.ie/en/publications/border-collision-bifurcations-in-a-driven-time-delay-system/
Andreas Amann,https://research.ucc.ie/en/persons/andreas-amann/,On the initialisation of the recursive prediction error method for nonlinear system identification,https://research.ucc.ie/en/publications/on-the-initialisation-of-the-recursive-prediction-error-method-fo/
Andreas Amann,https://research.ucc.ie/en/persons/andreas-amann/,The Devil is in the details: Spectrum and eigenvalue distribution of the discrete Preisach memory model,https://research.ucc.ie/en/publications/the-devil-is-in-the-details-spectrum-and-eigenvalue-distribution/
Andreas Amann,https://research.ucc.ie/en/persons/andreas-amann/,Dynamics of two identical mutually delay-coupled semiconductor lasers in photonic integrated circuits,https://research.ucc.ie/en/publications/dynamics-of-two-identical-mutually-delay-coupled-semiconductor-la/
Andreas Amann,https://research.ucc.ie/en/persons/andreas-amann/,Dynamics of two mutually coupled semiconductor lasers in low coupling regions,https://research.ucc.ie/en/publications/dynamics-of-two-mutually-coupled-semiconductor-lasers-in-low-coup/
Andreas Amann,https://research.ucc.ie/en/persons/andreas-amann/,Synchronization: From coupled systems to complex networks,https://research.ucc.ie/en/publications/synchronization-from-coupled-systems-to-complex-networks/
Andreas Amann,https://research.ucc.ie/en/persons/andreas-amann/,Asymmetric Pentagonal Metal Meshes for Flexible Transparent Electrodes and Heaters,https://research.ucc.ie/en/publications/asymmetric-pentagonal-metal-meshes-for-flexible-transparent-elect/
Andreas Amann,https://research.ucc.ie/en/persons/andreas-amann/,Bifurcation and frequency analysis of mutually delay-coupled semiconductor lasers in photonic integrated circuits,https://research.ucc.ie/en/publications/bifurcation-and-frequency-analysis-of-mutually-delay-coupled-semi/
Andreas Amann,https://research.ucc.ie/en/persons/andreas-amann/,Emergence of stable two-colour states in mutually delay-coupled lasers,https://research.ucc.ie/en/publications/emergence-of-stable-two-colour-states-in-mutually-delay-coupled-l/
Andreas Amann,https://research.ucc.ie/en/persons/andreas-amann/,Frequency and stability analysis of two mutually delaycoupled semiconductor lasers in photonic integrated circuits,https://research.ucc.ie/en/publications/frequency-and-stability-analysis-of-two-mutually-delaycoupled-sem/
Andreas Amann,https://research.ucc.ie/en/persons/andreas-amann/,Frequency and stability analysis of two mutually delay-coupled semiconductor lasers in photonic integrated circuits,https://research.ucc.ie/en/publications/frequency-and-stability-analysis-of-two-mutually-delay-coupled-se/
Andreas Amann,https://research.ucc.ie/en/persons/andreas-amann/,High Figure of Merit Nonlinear Microelectromagnetic Energy Harvesters for Wideband Applications,https://research.ucc.ie/en/publications/high-figure-of-merit-nonlinear-microelectromagnetic-energy-harves/
Andreas Amann,https://research.ucc.ie/en/persons/andreas-amann/,Magnetic Tuning of Nonlinear MEMS Electromagnetic Vibration Energy Harvester,https://research.ucc.ie/en/publications/magnetic-tuning-of-nonlinear-mems-electromagnetic-vibration-energ/
Andreas Amann,https://research.ucc.ie/en/persons/andreas-amann/,A supply voltage-dependent variation aware reliability evaluation model,https://research.ucc.ie/en/publications/a-supply-voltage-dependent-variation-aware-reliability-evaluation/
Andreas Amann,https://research.ucc.ie/en/persons/andreas-amann/,Combined effect of bistability and mechanical impact on the performance of a nonlinear electromagnetic vibration energy harvester,https://research.ucc.ie/en/publications/combined-effect-of-bistability-and-mechanical-impact-on-the-perfo/
Andreas Amann,https://research.ucc.ie/en/persons/andreas-amann/,Frequency adjustable MEMS vibration energy harvester,https://research.ucc.ie/en/publications/frequency-adjustable-mems-vibration-energy-harvester/
Andreas Amann,https://research.ucc.ie/en/persons/andreas-amann/,Influence of combined fundamental potentials in a nonlinear vibration energy harvester,https://research.ucc.ie/en/publications/influence-of-combined-fundamental-potentials-in-a-nonlinear-vibra/
Andreas Amann,https://research.ucc.ie/en/persons/andreas-amann/,Novel approaches for genuine single-phase room temperature magnetoelectric multiferroics,https://research.ucc.ie/en/publications/novel-approaches-for-genuine-single-phase-room-temperature-magnet/
Andreas Amann,https://research.ucc.ie/en/persons/andreas-amann/,Surfing the High Energy Output Branch of Nonlinear Energy Harvesters,https://research.ucc.ie/en/publications/surfing-the-high-energy-output-branch-of-nonlinear-energy-harvest/
Andreas Amann,https://research.ucc.ie/en/persons/andreas-amann/,A bistable electromagnetic micro-power generator using FR4-based folded arm cantilever,https://research.ucc.ie/en/publications/a-bistable-electromagnetic-micro-power-generator-using-fr4-based/
Andreas Amann,https://research.ucc.ie/en/persons/andreas-amann/,A nonlinear stretching based electromagnetic energy harvester on FR4 for wideband operation,https://research.ucc.ie/en/publications/a-nonlinear-stretching-based-electromagnetic-energy-harvester-on/
Andreas Amann,https://research.ucc.ie/en/persons/andreas-amann/,Dimensional and defectivity nanometrology of directed self-assembly patterns,https://research.ucc.ie/en/publications/dimensional-and-defectivity-nanometrology-of-directed-self-assemb/
Andreas Amann,https://research.ucc.ie/en/persons/andreas-amann/,Interplay between electrical and mechanical domains in a high performance nonlinear energy harvester,https://research.ucc.ie/en/publications/interplay-between-electrical-and-mechanical-domains-in-a-high-per/
Andreas Amann,https://research.ucc.ie/en/persons/andreas-amann/,Mapping self-assembled dots and line arrays by image analysis for quantification of defect density and alignment,https://research.ucc.ie/en/publications/mapping-self-assembled-dots-and-line-arrays-by-image-analysis-for/
Andreas Amann,https://research.ucc.ie/en/persons/andreas-amann/,MEMS based Nonlinear Monostable Electromagnetic Vibrational Energy Harvester for Wider Bandwidth,https://research.ucc.ie/en/publications/mems-based-nonlinear-monostable-electromagnetic-vibrational-energ/
Andreas Amann,https://research.ucc.ie/en/persons/andreas-amann/,Pulse repetition-frequency multiplication in a coupled cavity passively mode-locked semiconductor lasers,https://research.ucc.ie/en/publications/pulse-repetition-frequency-multiplication-in-a-coupled-cavity-pas/
Andreas Amann,https://research.ucc.ie/en/persons/andreas-amann/,Absence of evidence ≈ evidence of absence: Statistical analysis of inclusions in multiferroic thin films,https://research.ucc.ie/en/publications/absence-of-evidence-evidence-of-absence-statistical-analysis-of-i/
Andreas Amann,https://research.ucc.ie/en/persons/andreas-amann/,Bifurcations in a Two-Mode Semiconductor Laser with Optical Injection,https://research.ucc.ie/en/publications/bifurcations-in-a-two-mode-semiconductor-laser-with-optical-injec/
Thomas Carroll,https://research.ucc.ie/en/persons/thomas-carroll/,"Corrigendum to: An enhanced uncertainty principle for the Vaserstein distance (Bulletin of the London Mathematical Society, (2020), 52, 6, (1158-1173), 10.1112/blms.12390)",https://research.ucc.ie/en/publications/corrigendum-to-an-enhanced-uncertainty-principle-for-the-vaserste/
Thomas Carroll,https://research.ucc.ie/en/persons/thomas-carroll/,On the Torsion Function with Mixed Boundary Conditions,https://research.ucc.ie/en/publications/on-the-torsion-function-with-mixed-boundary-conditions/
Thomas Carroll,https://research.ucc.ie/en/persons/thomas-carroll/,Walter K. Hayman FRS (1926–2020) A Biographical Sketch,https://research.ucc.ie/en/publications/walter-k-hayman-frs-19262020-a-biographical-sketch/
Thomas Carroll,https://research.ucc.ie/en/persons/thomas-carroll/,Weighted composition operators on Fock spaces and their dynamics,https://research.ucc.ie/en/publications/weighted-composition-operators-on-fock-spaces-and-their-dynamics/
Thomas Carroll,https://research.ucc.ie/en/persons/thomas-carroll/,An enhanced uncertainty principle for the Vaserstein distance,https://research.ucc.ie/en/publications/an-enhanced-uncertainty-principle-for-the-vaserstein-distance/
Thomas Carroll,https://research.ucc.ie/en/persons/thomas-carroll/,On the rate of change of the sharp constant in the Sobolev–Poincaré inequality,https://research.ucc.ie/en/publications/on-the-rate-of-change-of-the-sharp-constant-in-the-sobolevpoincar/
Thomas Carroll,https://research.ucc.ie/en/persons/thomas-carroll/,Monotonicity of the first dirichlet eigenvalue of the laplacian on manifolds of non-positive curvature,https://research.ucc.ie/en/publications/monotonicity-of-the-first-dirichlet-eigenvalue-of-the-laplacian-o/
Thomas Carroll,https://research.ucc.ie/en/persons/thomas-carroll/,A Reverse Hölder Inequality for Extremal Sobolev Functions,https://research.ucc.ie/en/publications/a-reverse-h%C3%B6lder-inequality-for-extremal-sobolev-functions/
Thomas Carroll,https://research.ucc.ie/en/persons/thomas-carroll/,Isoperimetric Inequalities for Extremal Sobolev Functions,https://research.ucc.ie/en/publications/isoperimetric-inequalities-for-extremal-sobolev-functions/
Thomas Carroll,https://research.ucc.ie/en/persons/thomas-carroll/,"The maximum voltage drop in an on-chip power distribution network: Analysis of square, triangular and hexagonal power pad arrangements",https://research.ucc.ie/en/publications/the-maximum-voltage-drop-in-an-on-chip-power-distribution-network/
Thomas Carroll,https://research.ucc.ie/en/persons/thomas-carroll/,On Lundh's percolation diffusion,https://research.ucc.ie/en/publications/on-lundhs-percolation-diffusion/
Thomas Carroll,https://research.ucc.ie/en/persons/thomas-carroll/,Two isoperimetric inequalities for the Sobolev constant,https://research.ucc.ie/en/publications/two-isoperimetric-inequalities-for-the-sobolev-constant/
Thomas Carroll,https://research.ucc.ie/en/persons/thomas-carroll/,Interpolating between torsional rigidity and principal frequency,https://research.ucc.ie/en/publications/interpolating-between-torsional-rigidity-and-principal-frequency/
Thomas Carroll,https://research.ucc.ie/en/persons/thomas-carroll/,Stretching convex domains and the hyperbolic metric,https://research.ucc.ie/en/publications/stretching-convex-domains-and-the-hyperbolic-metric/
Thomas Carroll,https://research.ucc.ie/en/persons/thomas-carroll/,Hardy inequality and Lp estimates for the torsion function,https://research.ucc.ie/en/publications/hardy-inequality-and-lsuppsup-estimates-for-the-torsion-function/
Thomas Carroll,https://research.ucc.ie/en/persons/thomas-carroll/,"The univalent Bloch-Landau constant, harmonic symmetry and conformal glueing",https://research.ucc.ie/en/publications/the-univalent-bloch-landau-constant-harmonic-symmetry-and-conform/
Thomas Carroll,https://research.ucc.ie/en/persons/thomas-carroll/,Lipschitz continuity of the Green function in Denjoy domains,https://research.ucc.ie/en/publications/lipschitz-continuity-of-the-green-function-in-denjoy-domains/
Thomas Carroll,https://research.ucc.ie/en/persons/thomas-carroll/,Configurations of balls in euclidean space that brownian motion cannot avoid,https://research.ucc.ie/en/publications/configurations-of-balls-in-euclidean-space-that-brownian-motion-c/
Thomas Carroll,https://research.ucc.ie/en/persons/thomas-carroll/,Sharp integrability for Brownian motion in parabola-shaped regions,https://research.ucc.ie/en/publications/sharp-integrability-for-brownian-motion-in-parabola-shaped-region/
Thomas Carroll,https://research.ucc.ie/en/persons/thomas-carroll/,Boundary behaviour of positive harmonic functions on Lipschitz domains,https://research.ucc.ie/en/publications/boundary-behaviour-of-positive-harmonic-functions-on-lipschitz-do/
Thomas Carroll,https://research.ucc.ie/en/persons/thomas-carroll/,Torsional rigidity and expected lifetime of brownian motion,https://research.ucc.ie/en/publications/torsional-rigidity-and-expected-lifetime-of-brownian-motion/
Thomas Carroll,https://research.ucc.ie/en/persons/thomas-carroll/,Extremal problems for conditioned Brownian motion and the hyperbolic metric,https://research.ucc.ie/en/publications/extremal-problems-for-conditioned-brownian-motion-and-the-hyperbo/
Thomas Carroll,https://research.ucc.ie/en/persons/thomas-carroll/,Inradius and integral means for green's functions and conformal mappings,https://research.ucc.ie/en/publications/inradius-and-integral-means-for-greens-functions-and-conformal-ma/
Thomas Carroll,https://research.ucc.ie/en/persons/thomas-carroll/,Conformal mappings of close-to-convex domains,https://research.ucc.ie/en/publications/conformal-mappings-of-close-to-convex-domains/
Thomas Carroll,https://research.ucc.ie/en/persons/thomas-carroll/,Addendum to “Brownian motion and the fundamental frequency of a drum”,https://research.ucc.ie/en/publications/addendum-to-brownian-motion-and-the-fundamental-frequency-of-a-dr/
Thomas Carroll,https://research.ucc.ie/en/persons/thomas-carroll/,Brownian motion and the fundamental frequency of a drum,https://research.ucc.ie/en/publications/brownian-motion-and-the-fundamental-frequency-of-a-drum/
John Condon,https://research.ucc.ie/en/persons/john-condon/,Dual evaluation of performance and fairness from machine learning models for non-life insurance pricing,https://research.ucc.ie/en/publications/dual-evaluation-of-performance-and-fairness-from-machine-learning/
Michael Cronin,https://research.ucc.ie/en/persons/michael-cronin-2/,An assessment of the oral health status and dental care treatment needs of oncology patients receiving bone modifying agents,https://research.ucc.ie/en/publications/an-assessment-of-the-oral-health-status-and-dental-care-treatment/
Michael Cronin,https://research.ucc.ie/en/persons/michael-cronin-2/,A Systematic Review on Machine Learning Techniques for Survival Analysis in Cancer,https://research.ucc.ie/en/publications/a-systematic-review-on-machine-learning-techniques-for-survival-a/
Michael Cronin,https://research.ucc.ie/en/persons/michael-cronin-2/,Attractiveness and determinants of maxillary midline diastemas in a West African smile,https://research.ucc.ie/en/publications/attractiveness-and-determinants-of-maxillary-midline-diastemas-in/
Michael Cronin,https://research.ucc.ie/en/persons/michael-cronin-2/,Prevalence of molar incisor hypomineralisation and associated factorsamongst8-year-olds in Ireland,https://research.ucc.ie/en/publications/prevalence-of-molar-incisor-hypomineralisation-and-associated-fac/
Michael Cronin,https://research.ucc.ie/en/persons/michael-cronin-2/,Comparison of a novel methadone rotation method with other commonly used methods,https://research.ucc.ie/en/publications/comparison-of-a-novel-methadone-rotation-method-with-other-common/
Michael Cronin,https://research.ucc.ie/en/persons/michael-cronin-2/,Pre-operative prediction of BCR-free survival with mRNA variables in prostate cancer,https://research.ucc.ie/en/publications/pre-operative-prediction-of-bcr-free-survival-with-mrna-variables/
Michael Cronin,https://research.ucc.ie/en/persons/michael-cronin-2/,Improving the Post-Operative Prediction of BCR-Free Survival Time with mRNA Variables and Machine Learning,https://research.ucc.ie/en/publications/improving-the-post-operative-prediction-of-bcr-free-survival-time/
Michael Cronin,https://research.ucc.ie/en/persons/michael-cronin-2/,Which lottery numbers do players play?,https://research.ucc.ie/en/publications/which-lottery-numbers-do-players-play/
Michael Cronin,https://research.ucc.ie/en/persons/michael-cronin-2/,Machine Learning Methodologies for Modelling of Time-to-event Endpoints in Prostate Cancer,https://research.ucc.ie/en/publications/machine-learning-methodologies-for-modelling-of-time-to-event-end/
Michael Cronin,https://research.ucc.ie/en/persons/michael-cronin-2/,Potential of mRNA Variables in Prediction of Poor Prognosis Prostate Cancer European Association,https://research.ucc.ie/en/publications/potential-of-mrna-variables-in-prediction-of-poor-prognosis-prost/
Michael Cronin,https://research.ucc.ie/en/persons/michael-cronin-2/,Predicting Recurrence-Free Survival in Prostate Cancer Following Surgical Intervention,https://research.ucc.ie/en/publications/predicting-recurrence-free-survival-in-prostate-cancer-following-/
Michael Cronin,https://research.ucc.ie/en/persons/michael-cronin-2/,Prognostic Modelling Of Time-To-Event Endpoints In Prostate Cancer,https://research.ucc.ie/en/publications/prognostic-modelling-of-time-to-event-endpoints-in-prostate-cance/
Michael Cronin,https://research.ucc.ie/en/persons/michael-cronin-2/,Impact of Reducing Water Fluoride on Dental Caries and Fluorosis,https://research.ucc.ie/en/publications/impact-of-reducing-water-fluoride-on-dental-caries-and-fluorosis/
Michael Cronin,https://research.ucc.ie/en/persons/michael-cronin-2/,The Impact of a Blended Learning Environment on Student Confidence in Provision of Oral Healthcare for Young Children,https://research.ucc.ie/en/publications/the-impact-of-a-blended-learning-environment-on-student-confidenc/
Michael Cronin,https://research.ucc.ie/en/persons/michael-cronin-2/,The relationship between oral hygiene practices and caries experience among Irish pre-school children,https://research.ucc.ie/en/publications/the-relationship-between-oral-hygiene-practices-and-caries-experi/
Michael Cronin,https://research.ucc.ie/en/persons/michael-cronin-2/,A Previously Unreported Accessory Muscle on the Surface of the Trapezius Muscle: A Case Report,https://research.ucc.ie/en/publications/a-previously-unreported-accessory-muscle-on-the-surface-of-the-tr/
Michael Cronin,https://research.ucc.ie/en/persons/michael-cronin-2/,Frankel 2 appliance versus the modified twin block appliance for phase 1 treatment of class II division 1 malocclusion in children and adolescents: A randomized clinical trial,https://research.ucc.ie/en/publications/frankel-2-appliance-versus-the-modified-twin-block-appliance-for--2/
Michael Cronin,https://research.ucc.ie/en/persons/michael-cronin-2/,Improved student outcomes through use of direct instruction in the laboratory,https://research.ucc.ie/en/publications/improved-student-outcomes-through-use-of-direct-instruction-in-th/
Michael Cronin,https://research.ucc.ie/en/persons/michael-cronin-2/,Tooth replacement options for partially dentate older adults: a survival analysis,https://research.ucc.ie/en/publications/tooth-replacement-options-for-partially-dentate-older-adults-a-su/
Michael Cronin,https://research.ucc.ie/en/persons/michael-cronin-2/,An RCT of atraumatic restorative treatment for older adults: 5 year results,https://research.ucc.ie/en/publications/an-rct-of-atraumatic-restorative-treatment-for-older-adults-5-yea/
Michael Cronin,https://research.ucc.ie/en/persons/michael-cronin-2/,The effect of mobile personalised texting versus non-personalised texting on the caries risk of underprivileged adults: A randomised control trial,https://research.ucc.ie/en/publications/the-effect-of-mobile-personalised-texting-versus-non-personalised/
Michael Cronin,https://research.ucc.ie/en/persons/michael-cronin-2/,Fluoride And Caring for Children’s Teeth (FACCT): Clinical Fieldwork Protocol,https://research.ucc.ie/en/publications/fluoride-and-caring-for-childrens-teeth-facct-clinical-fieldwork/
Michael Cronin,https://research.ucc.ie/en/persons/michael-cronin-2/,Impact of oral rehabilitation on the quality of life of partially dentate elders in a randomized controlled clinical trial: 2 year follow-up,https://research.ucc.ie/en/publications/impact-of-oral-rehabilitation-on-the-quality-of-life-of-partially/
Michael Cronin,https://research.ucc.ie/en/persons/michael-cronin-2/,Soft tissue changes: A comparison between changes caused by the construction bite and by successful treatment with a modified Twin-block appliance,https://research.ucc.ie/en/publications/soft-tissue-changes-a-comparison-between-changes-caused-by-the-co/
Michael Cronin,https://research.ucc.ie/en/persons/michael-cronin-2/,The benefits of individual versus group work in a biology based laboratory setting,https://research.ucc.ie/en/publications/the-benefits-of-individual-versus-group-work-in-a-biology-based-l/
Michael Cronin,https://research.ucc.ie/en/persons/michael-cronin-2/,Tooth wear in an eleven-year longitudinal study of Irish Schoolchildren,https://research.ucc.ie/en/publications/tooth-wear-in-an-eleven-year-longitudinal-study-of-irish-schoolch/
Michael Cronin,https://research.ucc.ie/en/persons/michael-cronin-2/,Interorganizational innovation across geographic and cognitive boundaries: Does firm size matter?,https://research.ucc.ie/en/publications/interorganizational-innovation-across-geographic-and-cognitive-bo/
Michael Cronin,https://research.ucc.ie/en/persons/michael-cronin-2/,The Utility of CadaverBased Approaches for the Teaching of Human Anatomy: A Survey of British and Irish Anatomy Teachers,https://research.ucc.ie/en/publications/the-utility-of-cadaverbased-approaches-for-the-teaching-of-human-/
Michael Cronin,https://research.ucc.ie/en/persons/michael-cronin-2/,Impact of tooth replacement on the nutritional status of partially dentate elders,https://research.ucc.ie/en/publications/impact-of-tooth-replacement-on-the-nutritional-status-of-partiall/
Michael Cronin,https://research.ucc.ie/en/persons/michael-cronin-2/,Subjective impact of minimally invasive dentistry in the oral health of older patients,https://research.ucc.ie/en/publications/subjective-impact-of-minimally-invasive-dentistry-in-the-oral-hea/
Michael Cronin,https://research.ucc.ie/en/persons/michael-cronin-2/,The effect of smiling on facial asymmetry in adults: a 3D evaluation: a 3D evaluation,https://research.ucc.ie/en/publications/the-effect-of-smiling-on-facial-asymmetry-in-adults-a-3d-evaluati-3/
Michael Cronin,https://research.ucc.ie/en/persons/michael-cronin-2/,The impact of rehabilitation using removable partial dentures and functionally orientated treatment on oral health-related quality of life: A randomised controlled clinical trial,https://research.ucc.ie/en/publications/the-impact-of-rehabilitation-using-removable-partial-dentures-and/
Michael Cronin,https://research.ucc.ie/en/persons/michael-cronin-2/,The relationship between tooth size discrepancy and archform classification in orthodontic patients,https://research.ucc.ie/en/publications/the-relationship-between-tooth-size-discrepancy-and-archform-clas/
Michael Cronin,https://research.ucc.ie/en/persons/michael-cronin-2/,Two-year survival of ART restorations placed in elderly patients: A randomised controlled clinical trial,https://research.ucc.ie/en/publications/two-year-survival-of-art-restorations-placed-in-elderly-patients/
Michael Cronin,https://research.ucc.ie/en/persons/michael-cronin-2/,Comparison of functionally orientated tooth replacement and removable partial dentures on the nutritional status of partially dentate older patients: A randomised controlled clinical trial,https://research.ucc.ie/en/publications/comparison-of-functionally-orientated-tooth-replacement-and-remov/
